Date,open,high,low,close,volume,value,Price
2022-11-20 09:00:00,23082000.0,23128000.0,22651000.0,22788000.0,4008.06831163,92051907651.90707,0
2022-11-21 09:00:00,22763000.0,22810000.0,22000000.0,22220000.0,5410.35456693,121611325051.6873,1
2022-11-22 09:00:00,22220000.0,22719000.0,22031000.0,22584000.0,4830.10682581,107901365116.02403,1
2022-11-23 09:00:00,22599000.0,23121000.0,22525000.0,22985000.0,4524.89351291,103606008888.91022,0
2022-11-24 09:00:00,22985000.0,23220000.0,22566000.0,22738000.0,4151.70054394,94860806308.04427,0
2022-11-25 09:00:00,22735000.0,22794000.0,22370000.0,22676000.0,3000.13344954,67806317145.13777,0
2022-11-26 09:00:00,22677000.0,22862000.0,22605000.0,22660000.0,2148.77580606,48865893597.60411,0
2022-11-27 09:00:00,22646000.0,22774000.0,22605000.0,22646000.0,1989.05113784,45175559593.41976,0
2022-11-28 09:00:00,22661000.0,22690000.0,22217000.0,22339000.0,3579.0905705,80214477852.49315,1
2022-11-29 09:00:00,22329000.0,22617000.0,22155000.0,22417000.0,2523.90821039,56647764932.03546,1
2022-11-30 09:00:00,22417000.0,23293000.0,22415000.0,23192000.0,4690.57520524,107572115829.88625,0
2022-12-01 09:00:00,23209000.0,23400000.0,22871000.0,23002000.0,3278.51519679,75761071316.25665,0
2022-12-02 09:00:00,23008000.0,23046000.0,22650000.0,22877000.0,2707.54917012,61755977181.29832,0
2022-12-03 09:00:00,22877000.0,22973000.0,22752000.0,22830000.0,1361.73087278,31071194370.80245,1
2022-12-04 09:00:00,22821000.0,23021000.0,22755000.0,22906000.0,1690.07399271,38661404072.01502,0
2022-12-05 09:00:00,22918000.0,23150000.0,22685000.0,22725000.0,3649.93086302,83776335468.46335,1
2022-12-06 09:00:00,22729000.0,22885000.0,22701000.0,22821000.0,2826.97261012,64445480751.08888,0
2022-12-07 09:00:00,22837000.0,22898000.0,22400000.0,22544000.0,3381.14787642,76371819695.76631,1
2022-12-08 09:00:00,22544000.0,23000000.0,22484000.0,22918000.0,2658.30122236,60238648327.07826,0
2022-12-09 09:00:00,22918000.0,23000000.0,22770000.0,22849000.0,2349.72627368,53715032551.87096,0
2022-12-10 09:00:00,22845000.0,22940000.0,22820000.0,22831000.0,1339.76576612,30646589950.31205,0
2022-12-11 09:00:00,22824000.0,22915000.0,22760000.0,22775000.0,1591.84902453,36350568859.08237,1
2022-12-12 09:00:00,22784000.0,22882000.0,22487000.0,22824000.0,2436.29764131,55084524506.98965,1
2022-12-13 09:00:00,22824000.0,23600000.0,22570000.0,23161000.0,5226.52781477,120675670374.52821,1
2022-12-14 09:00:00,23182000.0,23941000.0,23147000.0,23235000.0,4041.5227297,94660482356.09254,0
2022-12-15 09:00:00,23255000.0,23382000.0,22877000.0,22942000.0,2875.73302095,66575698319.03985,0
2022-12-16 09:00:00,22952000.0,23050000.0,22125000.0,22249000.0,4660.97070297,105208954880.86823,0
2022-12-17 09:00:00,22249000.0,22367000.0,22000000.0,22230000.0,2908.95281168,64427612392.71,0
2022-12-18 09:00:00,22230000.0,22299000.0,22111000.0,22210000.0,1889.62079373,41937018170.19222,0
2022-12-19 09:00:00,22214000.0,22240000.0,21521000.0,21654000.0,3169.23383434,69541093991.05164,1
2022-12-20 09:00:00,21654000.0,22221000.0,21585000.0,22011000.0,3084.65713734,67692054188.20535,0
2022-12-21 09:00:00,22017000.0,22065000.0,21874000.0,21943000.0,2014.94764474,44278935561.9677,0
2022-12-22 09:00:00,21943000.0,21980000.0,21659000.0,21891000.0,2511.79402989,54875642301.51455,0
2022-12-23 09:00:00,21891000.0,22000000.0,21764000.0,21872000.0,2253.90628813,49294615581.36731,0
2022-12-24 09:00:00,21884000.0,21985000.0,21858000.0,21951000.0,1191.82030528,26154354236.02704,0
2022-12-25 09:00:00,21951000.0,21962000.0,21776000.0,21848000.0,2041.54109032,44679760075.21453,0
2022-12-26 09:00:00,21854000.0,21861000.0,21596000.0,21702000.0,2548.57785278,55317974480.44335,0
2022-12-27 09:00:00,21711000.0,21745000.0,21242000.0,21321000.0,2842.5245103,61104995860.59271,0
2022-12-28 09:00:00,21324000.0,21396000.0,21010000.0,21061000.0,3151.28076106,66752520284.17612,0
2022-12-29 09:00:00,21061000.0,21295000.0,20908000.0,21201000.0,2464.45782163,51975879184.91669,0
2022-12-30 09:00:00,21201000.0,21232000.0,20700000.0,21070000.0,2699.07221598,56577073269.74001,0
2022-12-31 09:00:00,21086000.0,21249000.0,20966000.0,21079000.0,2960.90009546,62530539957.20474,0
2023-01-01 09:00:00,21079000.0,21171000.0,21002000.0,21123000.0,1486.46755344,31357935910.19095,0
2023-01-02 09:00:00,21128000.0,21400000.0,21047000.0,21215000.0,2578.84453056,54848830815.83244,0
2023-01-03 09:00:00,21209000.0,21451000.0,21178000.0,21351000.0,2097.6153058,44770082696.67454,0
2023-01-04 09:00:00,21351000.0,21732000.0,21341000.0,21588000.0,2479.24818185,53380293695.68614,0
2023-01-05 09:00:00,21589000.0,21641000.0,21404000.0,21575000.0,3563.01023528,76705645075.08919,0
2023-01-06 09:00:00,21575000.0,21593000.0,21280000.0,21517000.0,3285.37671627,70377645236.41975,0
2023-01-07 09:00:00,21517000.0,21585000.0,21467000.0,21539000.0,1254.83333687,27012968306.16817,0
2023-01-08 09:00:00,21539000.0,21760000.0,21498000.0,21704000.0,1541.66935544,33262049871.32534,0
2023-01-09 09:00:00,21704000.0,21844000.0,21628000.0,21655000.0,3454.03347779,75081619993.3402,0
2023-01-10 09:00:00,21655000.0,21960000.0,21558000.0,21916000.0,2628.4345643,57169463342.88351,0
2023-01-11 09:00:00,21916000.0,22501000.0,21871000.0,22485000.0,3066.63549183,67549706544.62822,0
2023-01-12 09:00:00,22475000.0,23900000.0,22415000.0,23552000.0,7650.90163135,175962676010.68182,0
2023-01-13 09:00:00,23546000.0,24902000.0,23378000.0,24802000.0,6444.40501392,154690557690.01593,0
2023-01-14 09:00:00,24802000.0,26201000.0,24766000.0,25881000.0,14303.12399754,368030866312.4087,0
2023-01-15 09:00:00,25873000.0,25990000.0,25447000.0,25836000.0,4769.18417993,122545469551.98186,0
2023-01-16 09:00:00,25857000.0,26585000.0,25600000.0,26368000.0,5477.23271265,142897849280.86865,0
2023-01-17 09:00:00,26327000.0,26662000.0,25989000.0,26255000.0,3964.85483208,104329154969.41342,0
2023-01-18 09:00:00,26255000.0,26795000.0,25502000.0,25718000.0,8246.64292241,216709523822.4465,0
2023-01-19 09:00:00,25701000.0,26299000.0,25690000.0,26205000.0,3265.22551081,84733146461.64787,0
2023-01-20 09:00:00,26208000.0,28105000.0,26101000.0,28026000.0,6019.1130748,161784217903.01144,0
2023-01-21 09:00:00,28025000.0,29000000.0,27721000.0,28333000.0,7165.77976055,203651446324.33414,0
2023-01-22 09:00:00,28333000.0,28706000.0,27937000.0,28390000.0,4350.78921131,123705472192.06595,0
2023-01-23 09:00:00,28400000.0,28890000.0,28220000.0,28609000.0,4463.87685569,127364057503.29642,0
2023-01-24 09:00:00,28600000.0,28951000.0,28014000.0,28351000.0,6049.39200584,173224437135.9321,0
2023-01-25 09:00:00,28363000.0,29524000.0,28001000.0,28736000.0,6714.84384155,191320076067.30643,0
2023-01-26 09:00:00,28736000.0,29081000.0,28692000.0,28930000.0,4523.70646705,130733316295.9879,0
2023-01-27 09:00:00,28930000.0,29336000.0,28456000.0,28950000.0,4064.65143245,117147910142.96384,0
2023-01-28 09:00:00,28950000.0,29118000.0,28800000.0,29063000.0,2868.91809477,83196227169.22878,0
2023-01-29 09:00:00,29064000.0,29922000.0,28984000.0,29670000.0,4907.89247424,144401510689.786,0
2023-01-30 09:00:00,29657000.0,29777000.0,28323000.0,28706000.0,6952.22920216,202515024393.82462,0
2023-01-31 09:00:00,28724000.0,29225000.0,28430000.0,29064000.0,4605.2685438,132598526668.83475,0
2023-02-01 09:00:00,29052000.0,29740000.0,28626000.0,29620000.0,5637.91674767,164241675658.55304,0
2023-02-02 09:00:00,29599000.0,30285000.0,29530000.0,29600000.0,6298.03336104,187940614654.00766,0
2023-02-03 09:00:00,29601000.0,29734000.0,29287000.0,29432000.0,4743.68642573,139972789625.38974,0
2023-02-04 09:00:00,29432000.0,29650000.0,29349000.0,29420000.0,2924.16282953,86210318404.66524,0
2023-02-05 09:00:00,29398000.0,29528000.0,28827000.0,28990000.0,4235.89074629,123824105226.63141,0
2023-02-06 09:00:00,28990000.0,29439000.0,28650000.0,29222000.0,12169.80778483,354107452220.50305,0
2023-02-07 09:00:00,29225000.0,29561000.0,29017000.0,29452000.0,16246.13827362,475483962009.79865,0
2023-02-08 09:00:00,29452000.0,29591000.0,28940000.0,29303000.0,9798.40627898,288002402545.5411,0
2023-02-09 09:00:00,29303000.0,29400000.0,28135000.0,28193000.0,12573.15274824,362646648145.8505,0
2023-02-10 09:00:00,28193000.0,28350000.0,27916000.0,28120000.0,5826.76054517,163802667790.51492,0
2023-02-11 09:00:00,28145000.0,28379000.0,28057000.0,28377000.0,4616.92676125,130207021603.15524,0
2023-02-12 09:00:00,28360000.0,28490000.0,28141000.0,28263000.0,3940.50334157,111502012918.171,0
2023-02-13 09:00:00,28264000.0,28379000.0,27910000.0,28309000.0,5446.98588992,153338937834.53485,0
2023-02-14 09:00:00,28334000.0,28850000.0,27950000.0,28798000.0,8113.17147525,229702639496.75797,0
